index,RPT,総合ランク,Web_複勝期待値_レンジ,試行回数,複勝的中数,複勝投資額,複勝払戻額,複勝的中率(%),複勝回収率(%),単勝的中数,単勝投資額,単勝払戻額,単勝的中率(%),単勝回収率(%)
1334,13,D,"[0.95, 1.0)",1,0,100,0,0,0,0,100,0,0,0
1335,13,D,"[2.0, 100.0)",1,0,100,0,0,0,0,100,0,0,0
1336,13,E,"[0.25, 0.5)",31,3,3100,900,9.677419355,29.03225806,0,3100,0,0,0
1337,13,E,"[0.5, 0.75)",39,9,3900,3430,23.07692308,87.94871795,3,3900,5640,7.692307692,144.6153846
1338,13,E,"[0.75, 0.8)",4,0,400,0,0,0,0,400,0,0,0
1339,13,E,"[0.8, 0.85)",5,0,500,0,0,0,0,500,0,0,0
1340,13,E,"[0.85, 0.9)",2,0,200,0,0,0,0,200,0,0,0
1341,13,E,"[1.0, 1.05)",2,0,200,0,0,0,0,200,0,0,0
1342,13,E,"[1.1, 1.15)",2,0,200,0,0,0,0,200,0,0,0
1343,13,E,"[1.2, 1.4)",1,0,100,0,0,0,0,100,0,0,0
1344,13,E,"[2.0, 100.0)",2,0,200,0,0,0,0,200,0,0,0
1345,13,F,"[0.0, 0.25)",23,1,2300,190,4.347826087,8.260869565,0,2300,0,0,0
1346,13,F,"[0.25, 0.5)",35,1,3500,330,2.857142857,9.428571429,0,3500,0,0,0
1347,13,F,"[0.5, 0.75)",23,2,2300,820,8.695652174,35.65217391,1,2300,2330,4.347826087,101.3043478
1348,13,F,"[0.75, 0.8)",3,0,300,0,0,0,0,300,0,0,0
1349,13,F,"[0.8, 0.85)",1,0,100,0,0,0,0,100,0,0,0
1350,13,F,"[0.85, 0.9)",3,0,300,0,0,0,0,300,0,0,0
1351,13,F,"[0.95, 1.0)",2,0,200,0,0,0,0,200,0,0,0
1352,13,F,"[1.15, 1.2)",1,0,100,0,0,0,0,100,0,0,0
1353,13,G,"[0.0, 0.25)",22,1,2200,850,4.545454545,38.63636364,0,2200,0,0,0
1354,13,G,"[0.25, 0.5)",24,0,2400,0,0,0,0,2400,0,0,0
1355,13,G,"[0.5, 0.75)",7,0,700,0,0,0,0,700,0,0,0
